student_id,age,gender,socioeconomic_status,parental_education_level,family_background,first_generation_student,gpa,previous_academic_performance,subject_failure_count,credits_completed,course_load,scholarship_status,attendance_rate,class_participation_score,assignment_submission_rate,quiz_completion_rate,time_spent_on_learning_platform,login_frequency,engagement_score,learning_style,motivation_level,peer_interaction_score,counseling_sessions_attended,stress_level,dropout_status
S2655,20,Male,Low,Graduate,Nuclear,Yes,3.15,Medium,4,33,5,No,74,5,99,35,19.2,19,6,Mixed,4,1,5,Low,0
S2656,21,Male,High,Graduate,Nuclear,No,3.35,Low,3,41,7,Yes,98,10,89,26,12.9,6,9,Visual,2,1,2,Low,0
S2657,22,Male,Medium,Primary,Joint,No,2.82,High,3,80,3,No,99,7,63,56,18.6,11,4,Auditory,2,4,3,High,0
S2658,21,Male,Medium,Secondary,Joint,No,2.32,Medium,5,23,4,No,65,5,48,79,15.9,2,6,Mixed,3,9,3,High,0
S2659,23,Female,Low,Primary,Joint,No,2.93,Medium,0,112,5,No,44,5,45,86,17.9,11,10,Visual,1,7,3,High,1
S2660,24,Female,Low,Postgraduate,Nuclear,No,3.22,Medium,0,85,7,Yes,76,2,49,91,11.2,26,5,Visual,4,5,1,High,0
S2661,24,Male,High,Secondary,Nuclear,No,3.62,Medium,2,38,6,No,41,10,70,30,6.8,1,6,Kinesthetic,3,1,5,Medium,0
S2662,17,Other,High,Postgraduate,Nuclear,Yes,3.62,Medium,1,74,4,No,50,7,99,38,19.4,5,6,Kinesthetic,5,9,0,Medium,0
S2663,21,Male,Medium,Secondary,Joint,No,2.75,Low,1,73,6,Yes,90,5,73,20,4.2,19,3,Kinesthetic,4,9,0,Medium,0
S2664,25,Female,Low,Secondary,Nuclear,No,2.29,High,0,61,6,No,48,1,59,47,11.1,12,7,Visual,5,9,2,Low,0
S2665,18,Female,Medium,Primary,Nuclear,Yes,1.79,Medium,4,76,3,No,78,2,64,92,6.3,3,3,Mixed,2,8,0,Medium,1
S2666,21,Male,Medium,Primary,Nuclear,No,2.94,Medium,3,32,5,No,78,5,37,43,7.6,22,3,Mixed,1,5,0,Low,0
S2667,21,Male,Low,Primary,Guardian,Yes,3.82,Medium,3,47,6,No,60,8,37,50,19.4,7,1,Visual,3,1,1,High,0
S2668,22,Female,Medium,Primary,Nuclear,No,2.7,Medium,2,60,5,No,58,5,79,73,11.9,8,4,Mixed,5,2,4,Medium,0
S2669,18,Male,Low,Secondary,Nuclear,Yes,3.47,Medium,4,29,3,Yes,79,6,69,64,8.7,27,2,Mixed,1,2,3,High,0
S2670,19,Male,Medium,Secondary,Nuclear,No,2.49,Medium,1,48,4,Yes,43,8,69,41,13.9,11,10,Mixed,2,7,2,Low,0
S2671,20,Female,Low,Graduate,Nuclear,No,3.33,Medium,0,21,3,No,80,2,50,29,16.8,22,6,Mixed,2,9,5,High,0
S2672,21,Male,Low,Postgraduate,Single Parent,Yes,3.84,Low,3,82,6,No,75,3,83,65,5.5,3,1,Visual,3,7,2,Medium,0
S2673,24,Female,High,Secondary,Nuclear,Yes,1.95,High,4,42,5,No,92,3,71,91,14.6,17,5,Visual,5,2,3,High,1
S2674,22,Male,Low,Postgraduate,Joint,No,2.43,High,0,82,6,Yes,51,0,94,97,18.0,2,8,Mixed,3,9,5,Medium,0
S2675,18,Female,High,Primary,Nuclear,No,1.61,Low,2,114,7,Yes,63,2,51,37,18.4,2,5,Mixed,5,8,3,Medium,0
S2676,17,Female,Medium,None,Nuclear,No,3.75,Medium,5,59,6,No,75,7,59,98,12.6,12,4,Visual,3,4,1,Medium,0
S2677,18,Male,Medium,Postgraduate,Guardian,Yes,1.51,Medium,4,107,4,No,94,6,34,55,2.9,7,1,Visual,3,3,4,Medium,1
S2678,18,Male,Low,Primary,Nuclear,No,3.31,Low,0,91,4,No,64,6,78,62,15.2,21,9,Visual,5,5,2,Medium,0
S2679,20,Other,Low,Secondary,Nuclear,Yes,2.48,High,3,90,4,No,49,10,53,57,6.1,6,8,Mixed,3,0,4,Medium,0
S2680,22,Male,Medium,None,Nuclear,Yes,3.33,High,5,31,3,No,75,4,80,51,10.1,8,9,Kinesthetic,4,6,2,Low,0
S2681,22,Female,Low,Graduate,Joint,No,3.34,High,4,106,5,No,83,1,65,59,4.2,21,2,Visual,5,0,4,Medium,0
S2682,17,Female,Medium,Secondary,Single Parent,Yes,2.85,Medium,5,37,5,No,40,2,91,51,17.8,14,2,Auditory,1,7,5,Low,1
S2683,21,Male,Low,Graduate,Joint,Yes,3.7,Low,4,111,3,No,67,6,81,48,17.7,13,4,Auditory,3,7,5,Low,0
S2684,19,Male,Medium,Secondary,Single Parent,No,3.19,Low,3,52,5,No,70,6,82,55,4.5,21,9,Mixed,1,1,1,Low,0
S2685,17,Male,High,Graduate,Joint,No,2.37,Medium,3,83,6,Yes,53,0,76,65,18.1,12,10,Auditory,2,9,1,Low,0
S2686,21,Male,Medium,None,Joint,Yes,2.23,High,0,86,4,No,92,4,88,85,2.2,10,7,Visual,4,10,2,Low,0
S2687,23,Male,Medium,Secondary,Nuclear,Yes,2.5,Low,0,20,5,No,64,10,49,47,6.7,7,1,Visual,1,10,2,High,0
S2688,21,Female,Low,Secondary,Nuclear,Yes,3.9,High,1,43,3,No,55,1,56,39,8.7,11,5,Kinesthetic,4,10,1,High,1
S2689,20,Female,Low,Graduate,Guardian,No,2.5,Low,1,59,4,Yes,70,6,55,49,19.8,9,6,Kinesthetic,1,0,1,Medium,0
S2690,21,Male,Low,Primary,Nuclear,Yes,2.91,Low,2,107,4,No,85,6,59,62,10.7,27,5,Kinesthetic,4,7,0,High,0
S2691,19,Female,Medium,None,Nuclear,No,3.93,Low,3,94,3,No,76,4,67,47,17.5,12,1,Visual,2,2,0,Low,0
S2692,22,Male,Low,Postgraduate,Joint,No,2.42,Medium,5,112,6,Yes,98,8,91,62,1.8,17,8,Auditory,1,7,5,Low,0
S2693,24,Male,Medium,Secondary,Nuclear,No,1.81,Low,1,23,3,No,68,10,80,26,19.4,16,9,Mixed,1,5,1,Low,0
S2694,20,Male,Low,Graduate,Joint,Yes,3.21,Medium,0,103,4,No,97,1,49,38,16.0,12,4,Visual,2,6,4,Low,0
S2695,22,Female,Low,Postgraduate,Joint,Yes,2.32,High,2,98,6,Yes,54,7,70,82,14.0,15,5,Mixed,4,5,4,Low,0
S2696,18,Male,Low,Postgraduate,Single Parent,Yes,3.2,Medium,5,59,7,Yes,83,9,81,40,9.2,3,2,Auditory,5,9,2,High,0
S2697,24,Male,Low,Postgraduate,Joint,Yes,2.01,Medium,4,31,7,No,87,3,50,51,12.2,22,5,Visual,3,8,3,Low,0
S2698,23,Female,Low,Postgraduate,Joint,No,2.41,High,3,49,7,No,46,0,53,75,18.0,25,6,Mixed,4,3,3,Medium,0
S2699,20,Female,Medium,Graduate,Guardian,Yes,3.35,Medium,3,114,7,No,75,1,79,38,1.7,20,5,Mixed,5,0,3,Low,0
S2700,19,Female,Medium,Secondary,Nuclear,Yes,3.37,Medium,3,33,7,Yes,66,4,57,56,15.1,7,3,Auditory,2,9,3,Medium,0
S2701,23,Other,Low,Graduate,Nuclear,No,2.51,Medium,2,94,5,No,77,1,61,28,11.4,8,5,Auditory,5,6,4,High,0
S2702,21,Female,Medium,None,Single Parent,No,1.64,Medium,1,36,7,Yes,53,2,89,96,18.8,9,9,Visual,4,0,0,Low,1
S2703,24,Male,Low,Graduate,Nuclear,Yes,3.58,Low,2,78,3,No,96,3,88,38,3.9,21,7,Auditory,4,5,3,Low,0
S2704,21,Female,High,Postgraduate,Nuclear,Yes,2.27,Low,4,85,5,No,63,7,81,44,11.5,13,1,Kinesthetic,1,6,3,Low,0
S2705,25,Male,Low,Postgraduate,Joint,Yes,3.75,Medium,1,106,3,Yes,63,1,93,91,3.5,22,9,Kinesthetic,3,8,2,High,0
S2706,21,Female,Medium,Graduate,Single Parent,No,2.88,Medium,3,111,5,No,71,1,77,67,13.8,25,1,Mixed,4,7,3,Medium,0
S2707,17,Female,Medium,Graduate,Single Parent,No,1.51,Medium,0,29,3,Yes,51,3,39,39,8.6,22,6,Auditory,4,6,3,Medium,1
S2708,18,Female,High,Primary,Guardian,No,1.76,Medium,3,59,5,No,63,3,80,63,14.3,1,1,Visual,1,1,4,Low,1
S2709,22,Male,Low,Primary,Nuclear,No,3.95,Medium,0,69,4,No,40,4,61,34,1.2,26,8,Auditory,3,3,2,High,1
S2710,17,Male,Medium,Graduate,Nuclear,No,3.42,Low,5,75,4,No,72,4,50,24,2.4,26,4,Kinesthetic,1,4,4,Low,0
S2711,17,Female,Low,Secondary,Nuclear,Yes,2.91,Medium,3,58,7,No,72,8,84,86,19.9,4,10,Mixed,5,10,3,Low,0
S2712,23,Male,Low,Graduate,Guardian,No,3.95,Medium,3,24,5,No,93,2,62,47,10.3,9,3,Visual,2,1,0,Medium,0
S2713,18,Female,High,Graduate,Nuclear,No,1.61,Medium,2,98,5,No,94,8,35,72,9.2,24,5,Visual,4,4,4,Low,0
S2714,20,Male,High,None,Joint,No,1.9,Medium,2,20,3,No,84,1,57,39,8.5,14,4,Visual,2,10,2,Low,0
S2715,18,Female,Low,Secondary,Nuclear,No,2.94,Medium,5,53,5,No,68,3,40,44,4.1,4,2,Auditory,5,4,1,Medium,0
S2716,21,Male,High,Secondary,Nuclear,Yes,1.51,Low,3,27,7,No,61,0,32,65,15.1,27,6,Kinesthetic,2,4,3,Medium,0
S2717,19,Female,Medium,Primary,Guardian,No,3.18,High,3,107,7,Yes,88,4,70,96,16.8,15,5,Kinesthetic,5,1,5,Medium,0
S2718,19,Male,Medium,Secondary,Joint,No,1.77,High,5,57,4,No,57,6,64,44,10.6,23,5,Mixed,2,0,0,Medium,1
S2719,21,Female,Medium,Graduate,Nuclear,Yes,3.81,Medium,1,26,7,No,44,2,36,61,14.2,29,6,Auditory,3,0,2,Low,0
S2720,17,Male,Medium,Postgraduate,Nuclear,Yes,3.47,Medium,4,34,5,No,52,6,62,49,7.1,25,4,Auditory,5,5,2,Medium,0
S2721,17,Male,High,Postgraduate,Nuclear,No,3.71,Medium,4,111,3,No,67,9,38,24,14.4,4,3,Visual,2,7,2,Medium,0
S2722,25,Male,Medium,Postgraduate,Guardian,No,3.08,High,5,109,6,No,96,5,76,59,11.1,27,4,Auditory,3,6,1,Medium,0
S2723,19,Female,Low,Graduate,Joint,No,3.37,Low,3,54,6,Yes,53,9,45,76,10.2,24,1,Visual,1,0,0,Medium,1
S2724,17,Male,Medium,Graduate,Nuclear,No,3.84,Low,2,32,5,No,50,0,96,65,6.1,12,6,Mixed,3,4,2,Low,0
S2725,24,Female,Medium,Graduate,Joint,Yes,3.39,High,2,52,5,No,45,6,95,48,13.1,7,2,Kinesthetic,2,2,0,Medium,1
S2726,25,Other,High,Primary,Nuclear,Yes,2.4,Medium,0,98,5,No,93,2,38,69,7.6,7,5,Mixed,4,6,5,Medium,0
S2727,17,Female,Medium,Primary,Nuclear,No,2.93,High,5,118,5,No,74,1,91,90,7.3,2,4,Kinesthetic,5,5,0,High,0
S2728,17,Female,Medium,Graduate,Nuclear,Yes,1.64,High,5,54,7,No,77,3,59,25,5.3,13,5,Visual,4,6,2,Medium,0
S2729,20,Female,Medium,Graduate,Joint,Yes,2.22,High,3,107,3,Yes,89,2,66,69,10.7,18,6,Visual,2,3,4,Medium,0
S2730,24,Male,Low,Graduate,Nuclear,No,3.15,Low,1,87,4,No,95,0,80,65,14.8,3,8,Visual,1,3,0,High,0
S2731,22,Female,Low,Secondary,Nuclear,No,2.58,Low,1,91,5,No,48,0,53,22,4.1,19,1,Visual,1,9,3,Low,1
S2732,25,Female,Low,Graduate,Nuclear,Yes,2.34,Medium,4,74,6,Yes,81,0,43,95,15.4,7,5,Mixed,3,4,3,Medium,0
S2733,19,Female,Medium,Secondary,Nuclear,Yes,3.0,Low,2,38,5,Yes,98,10,98,67,3.3,28,1,Visual,1,0,2,High,0
S2734,24,Male,Low,Secondary,Nuclear,No,1.89,Low,4,36,3,No,92,4,76,51,8.5,28,1,Visual,1,9,3,High,1
S2735,25,Male,High,Graduate,Single Parent,Yes,1.89,High,5,25,6,No,85,6,87,49,6.0,24,9,Visual,3,4,0,Medium,0
S2736,21,Female,Medium,Graduate,Nuclear,Yes,2.38,Low,3,115,7,Yes,92,1,86,46,19.6,9,8,Mixed,1,1,4,Medium,0
S2737,24,Female,Medium,Graduate,Nuclear,Yes,3.11,Low,3,50,6,No,69,10,76,39,4.4,10,1,Kinesthetic,1,6,0,Medium,0
S2738,17,Female,Medium,Graduate,Joint,Yes,3.16,High,5,83,3,No,40,2,36,44,9.0,6,2,Kinesthetic,4,7,3,Medium,1
S2739,22,Male,Medium,Primary,Single Parent,Yes,2.88,Medium,3,96,3,Yes,54,1,64,88,8.3,18,9,Visual,2,8,3,Medium,0
S2740,21,Female,Medium,None,Nuclear,No,3.51,Medium,3,28,5,Yes,55,9,69,83,7.4,11,10,Mixed,4,0,4,Medium,0
S2741,25,Other,Low,Secondary,Joint,No,3.76,Medium,0,107,5,No,49,3,98,75,8.8,10,8,Visual,3,6,2,High,1
S2742,20,Male,High,Postgraduate,Nuclear,No,2.84,Medium,1,102,4,No,48,1,98,57,11.9,23,9,Auditory,5,4,3,Low,0
S2743,17,Female,Medium,Secondary,Joint,Yes,2.42,Low,0,83,6,No,64,0,94,59,16.2,12,6,Auditory,5,3,3,High,0
S2744,25,Female,Low,Secondary,Joint,Yes,3.46,Low,5,47,6,No,64,8,71,88,18.5,22,6,Kinesthetic,3,8,2,High,0
S2745,20,Male,Medium,Secondary,Joint,Yes,3.08,Medium,3,109,7,Yes,71,0,59,39,10.9,28,7,Kinesthetic,2,9,4,Low,0
S2746,19,Male,Medium,Graduate,Nuclear,No,3.39,Medium,4,67,5,No,62,8,42,77,2.2,16,8,Auditory,5,7,1,Medium,0
S2747,18,Male,High,Postgraduate,Joint,No,3.76,High,2,43,5,Yes,96,9,81,54,17.0,22,7,Auditory,1,10,4,Medium,0
S2748,23,Male,Low,None,Nuclear,No,2.13,Medium,3,31,3,Yes,51,5,72,59,12.3,15,8,Visual,3,6,0,Low,0
S2749,23,Other,Low,Primary,Joint,No,1.6,Medium,3,23,4,No,91,1,86,51,4.1,2,8,Visual,3,7,4,Medium,0
S2750,22,Female,Low,Graduate,Single Parent,Yes,2.71,Medium,3,83,3,No,63,9,67,45,3.7,1,4,Auditory,2,1,3,Low,0
S2751,19,Female,High,Graduate,Single Parent,No,2.79,Medium,2,38,6,No,50,6,51,30,6.0,5,6,Auditory,4,2,1,Low,0
S2752,17,Male,Medium,Primary,Nuclear,No,1.62,Medium,4,111,5,No,73,8,93,56,1.1,22,5,Mixed,4,5,4,Low,0
S2753,23,Female,Medium,Primary,Nuclear,No,1.63,Low,1,45,5,Yes,91,5,71,81,16.7,22,5,Auditory,1,10,1,Medium,0
S2754,18,Male,High,Graduate,Single Parent,Yes,3.55,Medium,1,101,4,No,68,6,30,34,4.1,4,6,Mixed,4,0,2,Low,0
S2755,20,Female,Medium,Postgraduate,Joint,No,2.4,Medium,0,83,5,No,70,0,96,75,14.5,10,10,Visual,3,8,4,Medium,0
S2756,17,Female,Medium,Primary,Nuclear,No,2.02,Medium,0,70,4,No,82,3,37,46,18.2,17,7,Visual,1,4,3,Medium,0
S2757,21,Male,Low,Primary,Nuclear,No,1.68,Medium,5,119,3,No,82,1,43,29,8.6,2,6,Mixed,3,2,0,Low,0
S2758,20,Female,Medium,Postgraduate,Nuclear,No,3.93,Medium,1,85,7,No,64,10,87,45,2.0,23,10,Visual,1,1,2,Low,0
S2759,18,Male,Low,Secondary,Nuclear,Yes,2.33,Medium,2,80,6,No,41,2,78,55,16.2,3,3,Mixed,3,3,4,Medium,1
S2760,19,Female,Low,Secondary,Joint,Yes,2.52,Low,4,59,3,Yes,59,1,38,40,1.3,7,6,Visual,1,0,5,Low,0
S2761,21,Male,Medium,None,Single Parent,Yes,2.19,Medium,0,38,5,No,42,0,79,20,4.1,4,7,Mixed,1,7,4,Medium,0
S2762,17,Female,Low,Secondary,Joint,No,3.63,Medium,3,31,4,No,53,5,100,84,2.5,19,5,Visual,1,6,3,Medium,0
S2763,22,Female,Low,Secondary,Nuclear,No,2.77,Medium,3,36,6,No,94,4,43,94,6.8,28,3,Kinesthetic,5,1,2,Low,0
S2764,19,Female,Low,Secondary,Nuclear,No,1.75,Medium,4,30,3,No,49,10,40,72,5.4,7,2,Auditory,1,10,0,Low,1
S2765,19,Male,High,Secondary,Joint,Yes,4.0,Medium,0,116,6,No,68,10,77,94,17.4,26,10,Visual,5,8,4,Low,0
S2766,24,Female,High,Secondary,Nuclear,No,2.01,Medium,4,67,3,No,68,5,32,48,17.2,4,7,Auditory,5,7,5,Medium,0
S2767,18,Male,Low,Secondary,Nuclear,No,2.88,Low,0,87,3,No,59,2,87,65,6.3,5,5,Auditory,2,6,1,Medium,0
S2768,25,Male,Low,None,Nuclear,No,2.81,High,2,114,6,No,88,0,44,63,15.1,5,9,Mixed,4,4,4,Low,0
S2769,20,Female,Medium,Primary,Joint,Yes,2.51,Medium,2,86,7,Yes,41,8,87,46,5.6,1,7,Mixed,5,5,0,Low,0
S2770,21,Female,Low,Graduate,Joint,No,1.6,Medium,2,99,7,No,61,0,78,45,10.7,12,7,Kinesthetic,1,3,1,Low,0
S2771,19,Male,Medium,Postgraduate,Joint,No,2.72,Low,2,68,6,Yes,99,5,70,80,13.7,5,7,Kinesthetic,1,2,5,Low,0
S2772,23,Female,Low,Postgraduate,Nuclear,Yes,1.86,Low,5,34,4,No,73,4,55,63,14.7,19,6,Mixed,1,1,2,Low,0
S2773,18,Female,Low,Graduate,Nuclear,No,2.71,Medium,2,29,6,No,80,8,53,71,10.3,11,9,Visual,5,7,3,Low,0
S2774,22,Female,High,Secondary,Nuclear,No,1.7,Low,4,49,5,No,96,4,37,46,2.3,27,9,Auditory,1,3,5,Medium,0
S2775,21,Male,Medium,Secondary,Nuclear,Yes,3.67,Low,2,107,4,Yes,85,5,68,20,16.4,16,9,Mixed,5,1,4,Low,0
S2776,20,Male,High,Graduate,Nuclear,No,2.07,High,3,48,6,No,41,3,90,35,18.4,14,9,Auditory,2,1,3,Medium,0
S2777,19,Female,Medium,Postgraduate,Nuclear,No,1.74,Low,2,30,7,No,87,3,34,67,13.4,27,3,Visual,5,9,1,Medium,1
S2778,17,Male,Low,Primary,Nuclear,No,3.39,Medium,5,76,7,No,89,5,65,63,13.4,2,1,Mixed,2,6,3,Medium,0
S2779,23,Male,Medium,Graduate,Joint,No,2.72,Low,1,97,7,Yes,91,8,85,53,8.8,12,7,Kinesthetic,2,3,5,Medium,0
S2780,18,Other,Medium,Secondary,Joint,Yes,2.12,High,2,48,5,No,43,8,44,72,14.5,8,10,Visual,3,2,3,Medium,0
S2781,19,Other,Low,Secondary,Single Parent,Yes,1.73,High,4,41,3,No,60,6,46,44,2.6,7,8,Kinesthetic,5,8,2,Medium,0
S2782,20,Male,Medium,None,Joint,No,2.03,Medium,0,108,7,No,72,9,37,73,10.6,12,8,Visual,4,0,1,Medium,0
S2783,25,Female,Low,Primary,Nuclear,Yes,2.99,High,0,104,5,No,75,2,99,36,7.2,1,1,Kinesthetic,2,3,4,Low,0
S2784,18,Female,High,Postgraduate,Nuclear,No,2.68,Medium,3,98,4,No,77,8,59,59,14.9,26,6,Mixed,5,5,5,Medium,0
S2785,20,Male,Medium,Secondary,Nuclear,Yes,2.32,High,2,41,4,No,57,5,78,55,1.8,4,1,Mixed,1,2,5,Medium,1
S2786,24,Male,High,Graduate,Nuclear,No,3.32,Low,0,90,6,No,47,7,60,100,6.9,23,6,Visual,5,10,2,Medium,0
S2787,17,Male,Low,None,Nuclear,No,3.56,Medium,0,67,5,No,57,2,85,74,14.1,6,2,Auditory,3,2,5,Medium,1
S2788,23,Female,Medium,Graduate,Single Parent,Yes,2.45,Medium,3,53,7,Yes,72,9,33,99,16.5,25,4,Auditory,2,10,0,Medium,0
S2789,22,Male,Medium,Primary,Guardian,No,3.9,Medium,5,23,6,Yes,96,1,38,56,16.2,8,7,Visual,2,2,4,High,0
S2790,21,Female,Low,Postgraduate,Nuclear,No,2.91,Low,5,91,7,No,90,7,67,83,1.9,26,4,Visual,1,10,1,Low,0
S2791,23,Male,Medium,Graduate,Joint,No,2.88,Medium,5,60,5,No,42,7,45,26,14.7,6,2,Auditory,2,0,0,High,1
S2792,19,Male,Medium,Secondary,Nuclear,No,3.15,High,5,105,5,No,83,4,60,68,5.4,29,9,Mixed,2,1,0,Low,0
S2793,23,Male,Low,Primary,Guardian,No,1.67,High,2,97,5,No,82,1,98,59,6.3,26,2,Mixed,3,6,0,Medium,1
S2794,24,Female,Low,Secondary,Single Parent,Yes,3.09,Low,2,96,5,Yes,90,6,65,34,16.7,10,10,Mixed,4,1,3,High,0
S2795,25,Male,High,Graduate,Nuclear,Yes,2.89,Medium,1,63,3,Yes,57,4,39,43,13.7,11,7,Auditory,5,2,5,High,1
S2796,20,Female,High,Primary,Nuclear,No,2.2,Low,3,86,3,Yes,73,2,71,33,8.7,2,8,Auditory,3,4,4,Medium,0
S2797,19,Male,High,Secondary,Nuclear,No,1.86,Low,2,72,7,No,87,1,97,81,10.2,6,9,Kinesthetic,1,6,1,High,1
S2798,17,Female,Medium,Graduate,Nuclear,Yes,1.89,Medium,5,31,4,Yes,91,10,88,41,10.9,1,2,Visual,3,7,1,High,1
S2799,22,Female,Medium,Primary,Nuclear,No,1.99,Low,0,92,3,No,89,1,62,37,11.3,6,10,Mixed,5,5,0,Low,0
S2800,22,Male,Low,Secondary,Joint,Yes,3.44,Low,0,20,6,No,56,6,71,85,6.2,27,2,Visual,1,8,5,Medium,1
S2801,25,Male,Low,Secondary,Joint,Yes,2.98,Medium,5,56,3,No,98,4,30,36,11.1,10,8,Visual,5,4,4,Low,0
S2802,23,Female,Low,Graduate,Guardian,No,2.8,Medium,3,75,4,Yes,42,9,86,97,20.0,15,2,Mixed,2,5,3,Low,1
S2803,24,Male,High,Postgraduate,Nuclear,No,3.07,Low,2,41,6,No,95,8,76,69,16.2,18,8,Visual,5,9,0,Medium,0
S2804,25,Male,Medium,Secondary,Single Parent,No,2.31,High,0,109,7,No,89,7,43,57,7.9,16,6,Mixed,3,3,5,Low,0
S2805,22,Female,High,Secondary,Nuclear,No,2.49,Low,3,114,3,No,42,5,89,79,6.8,10,5,Kinesthetic,1,10,5,Medium,0
S2806,18,Male,Low,Secondary,Nuclear,No,1.83,Low,3,118,7,No,93,8,84,94,3.4,16,9,Mixed,2,4,2,High,1
S2807,25,Male,Medium,None,Nuclear,No,3.32,Medium,0,45,5,No,65,3,98,22,2.1,28,8,Kinesthetic,5,6,5,High,0
S2808,25,Female,Low,Primary,Joint,No,3.56,Medium,4,73,4,No,63,10,46,55,17.8,29,6,Visual,4,3,4,Medium,0
S2809,23,Male,High,Primary,Nuclear,No,1.86,Low,4,84,7,Yes,49,2,58,55,8.3,10,3,Kinesthetic,4,3,5,Low,1
S2810,18,Male,Low,Graduate,Nuclear,Yes,1.92,Medium,4,56,3,No,43,10,78,57,14.0,28,4,Visual,2,1,1,High,1
S2811,23,Female,High,Postgraduate,Joint,No,2.85,Low,1,104,4,Yes,96,1,52,55,9.3,29,7,Mixed,4,9,2,Medium,0
S2812,17,Female,Low,Graduate,Nuclear,No,2.38,Medium,0,41,3,No,68,5,54,78,3.9,15,6,Visual,4,1,3,Medium,0
S2813,24,Female,Medium,Primary,Joint,No,3.65,Medium,1,32,3,No,75,5,31,72,16.5,18,4,Kinesthetic,2,6,4,Medium,0
S2814,19,Male,Low,Graduate,Joint,No,1.77,Low,4,43,3,No,52,0,78,52,12.6,20,3,Mixed,5,4,4,High,1
S2815,17,Female,Medium,Postgraduate,Joint,No,3.76,Medium,3,113,5,Yes,52,2,43,69,19.0,8,4,Visual,4,3,5,Medium,0
S2816,25,Female,Medium,Secondary,Joint,No,2.9,High,3,55,4,No,68,1,52,24,3.3,10,8,Mixed,3,6,5,High,0
S2817,18,Female,Medium,None,Nuclear,Yes,3.82,Low,2,103,5,No,94,0,73,40,7.7,1,1,Visual,4,4,2,Medium,0
S2818,20,Male,Low,None,Guardian,No,3.58,High,0,54,7,No,81,8,61,73,19.3,11,5,Mixed,5,1,3,Medium,0
S2819,25,Female,Low,Secondary,Joint,No,3.62,High,2,69,3,No,83,1,100,44,11.7,3,10,Mixed,1,0,1,Medium,0
S2820,18,Other,Low,None,Nuclear,No,2.31,Medium,2,22,5,Yes,70,4,63,71,12.6,27,8,Auditory,1,3,0,Medium,0
S2821,23,Female,Medium,Postgraduate,Nuclear,Yes,3.9,Low,2,56,5,No,95,3,54,26,14.6,29,9,Auditory,3,1,2,Low,0
S2822,19,Male,Low,Primary,Guardian,Yes,2.0,Low,1,92,7,No,87,4,35,53,13.3,5,1,Auditory,1,7,1,Medium,0
S2823,19,Female,Medium,Primary,Nuclear,No,3.8,Low,0,32,7,No,86,1,71,39,1.4,4,6,Visual,4,0,3,Medium,0
S2824,20,Female,Medium,Primary,Nuclear,No,1.51,Medium,4,115,7,No,83,9,95,55,16.8,12,4,Auditory,2,4,4,High,1
S2825,24,Male,Low,None,Joint,No,2.21,Medium,2,52,5,No,43,7,100,65,18.0,15,6,Visual,3,1,4,Medium,0
S2826,17,Female,Low,Postgraduate,Single Parent,No,3.64,High,2,117,7,No,76,3,79,23,12.4,17,9,Mixed,4,5,4,Low,0
S2827,24,Female,High,Secondary,Nuclear,No,2.06,High,3,116,6,No,87,8,100,29,18.3,6,9,Visual,1,8,1,Medium,0
S2828,21,Female,Low,Postgraduate,Nuclear,Yes,2.26,Low,4,44,5,No,76,0,39,29,10.4,5,5,Auditory,1,2,4,High,0
S2829,23,Female,Low,Postgraduate,Nuclear,No,1.87,Medium,1,83,7,Yes,66,1,34,37,13.2,22,9,Visual,2,3,1,High,1
S2830,19,Female,Medium,Secondary,Joint,No,3.5,Low,1,43,5,No,56,2,70,36,9.6,21,5,Visual,1,0,5,Medium,0
S2831,19,Female,Medium,Primary,Joint,Yes,3.0,Low,3,80,5,Yes,41,2,34,32,1.8,10,1,Visual,3,6,5,Low,1
S2832,24,Male,Medium,Graduate,Nuclear,No,3.47,Medium,2,90,5,No,61,1,100,66,17.8,26,7,Auditory,2,10,5,High,0
S2833,17,Male,Medium,Postgraduate,Guardian,No,3.9,Medium,5,33,7,No,50,9,89,38,18.3,21,3,Kinesthetic,5,5,3,High,1
S2834,22,Male,High,Primary,Joint,No,3.34,Medium,3,82,6,No,56,2,87,35,17.7,13,8,Kinesthetic,2,10,4,Medium,0
S2835,19,Female,High,Postgraduate,Nuclear,No,2.94,Low,5,65,4,No,75,5,46,88,14.9,9,5,Kinesthetic,3,0,0,High,0
S2836,23,Male,Medium,Postgraduate,Nuclear,Yes,1.65,Medium,0,114,7,Yes,82,9,77,95,6.7,23,5,Auditory,2,9,3,High,1
S2837,17,Female,Medium,Secondary,Nuclear,No,3.33,Low,5,96,6,Yes,83,7,75,72,17.7,16,5,Auditory,1,9,1,High,0
S2838,24,Female,Medium,Postgraduate,Joint,No,2.91,High,5,111,4,Yes,58,7,34,69,16.5,26,8,Visual,2,3,1,Low,0
S2839,22,Male,Low,Secondary,Nuclear,Yes,2.39,Medium,0,84,3,No,53,10,53,40,11.0,23,10,Auditory,2,4,3,Medium,0
S2840,20,Male,High,Primary,Nuclear,No,2.93,Medium,4,61,3,No,41,3,83,73,16.8,6,9,Auditory,4,10,4,Medium,0
S2841,18,Female,Medium,Graduate,Nuclear,Yes,3.94,Medium,4,98,4,No,60,7,61,35,17.0,2,3,Visual,2,4,5,Low,0
S2842,17,Male,Medium,Graduate,Joint,No,2.5,Low,4,79,7,No,46,10,32,52,19.7,20,4,Mixed,2,10,4,Medium,0
